datetime,lot1_bikein,lot1_bikeout,lot1_peoplein,lot1_peopleout,lot2_bikein,lot2_bikeout,lot2_peoplein,lot2_peopleout
2021-03-09 13:00,0,0,85,76,0,0,18,21
2021-03-09 14:00,0,0,73,82,0,0,24,22
2021-03-09 15:00,0,0,51,74,0,0,8,8
2021-03-09 16:00,0,0,34,35,0,0,5,10
2021-03-09 17:00,0,0,0,0,0,0,0,0
2021-03-09 18:00,0,0,0,0,0,0,0,0
2021-03-09 19:00,0,0,0,0,0,0,0,0
2021-03-09 20:00,0,0,0,0,0,0,0,0
2021-03-09 21:00,0,0,0,0,0,0,0,0
2021-03-09 22:00,0,0,0,0,0,0,0,0
2021-03-09 23:00,0,0,0,0,0,0,0,0
2021-03-10 00:00,0,0,0,0,0,0,0,0
2021-03-10 01:00,0,0,0,0,0,0,0,0
2021-03-10 02:00,0,0,0,0,0,0,0,0
2021-03-10 03:00,0,0,0,0,0,0,0,0
2021-03-10 04:00,0,0,0,0,0,0,0,0
2021-03-10 05:00,0,0,0,0,0,0,0,0
2021-03-10 06:00,0,0,0,0,0,0,0,0
2021-03-10 07:00,0,0,0,0,0,0,0,0
2021-03-10 08:00,0,0,0,1,0,0,1,1
2021-03-10 09:00,0,0,10,5,0,0,0,1
2021-03-10 10:00,0,0,17,9,0,0,5,1
2021-03-10 11:00,0,0,24,13,0,0,4,6
2021-03-10 12:00,0,0,51,29,0,0,17,18
2021-03-10 13:00,0,0,64,34,0,0,16,7
2021-03-10 14:00,0,0,74,66,0,0,5,13
2021-03-10 15:00,0,0,38,43,0,0,12,6
2021-03-10 16:00,0,0,33,32,0,0,5,13
2021-03-10 17:00,0,0,0,0,0,0,0,0
2021-03-10 18:00,0,0,0,0,0,0,0,0
2021-03-10 19:00,0,0,0,0,0,0,0,0
2021-03-10 20:00,0,0,0,0,0,0,0,0
2021-03-10 21:00,0,0,0,0,0,0,0,0
2021-03-10 22:00,0,0,0,0,0,0,0,0
2021-03-10 23:00,0,0,0,0,0,0,0,0
2021-03-11 00:00,0,0,0,0,0,0,0,0
2021-03-11 01:00,0,0,0,0,0,0,0,0
2021-03-11 02:00,0,0,0,0,0,0,0,0
2021-03-11 03:00,0,0,1,0,0,0,0,0
2021-03-11 04:00,0,0,0,0,0,0,0,0
2021-03-11 05:00,0,0,0,0,0,0,0,0
2021-03-11 06:00,0,0,0,0,0,0,0,0
2021-03-11 07:00,0,0,0,0,0,0,0,0
2021-03-11 08:00,0,0,0,1,0,0,0,0
2021-03-11 09:00,0,0,12,2,0,0,2,2
2021-03-11 10:00,1,0,18,10,0,0,4,5
2021-03-11 11:00,0,0,48,27,0,1,14,10
2021-03-11 12:00,0,0,60,27,0,0,10,20
2021-03-11 13:00,0,0,69,45,0,0,15,12
2021-03-11 14:00,0,0,110,90,0,0,22,11
2021-03-11 15:00,0,0,107,99,0,0,16,21
2021-03-11 16:00,0,1,25,88,0,0,6,8
2021-03-11 17:00,0,0,0,0,0,0,0,0
2021-03-11 18:00,0,0,0,0,0,0,0,0
2021-03-11 19:00,0,0,0,0,0,0,0,0
2021-03-11 20:00,0,0,0,0,0,0,0,0
2021-03-11 21:00,0,0,0,0,0,0,0,0
2021-03-11 22:00,0,0,0,0,0,0,0,0
2021-03-11 23:00,0,0,0,0,0,0,0,0
2021-03-12 00:00,0,0,0,0,0,0,0,0
2021-03-12 01:00,0,0,0,0,0,0,0,0
2021-03-12 02:00,0,0,0,0,0,0,0,0
2021-03-12 03:00,0,0,0,0,0,0,0,0
2021-03-12 04:00,0,0,0,0,0,0,0,0
2021-03-12 05:00,0,0,0,0,0,0,0,0
2021-03-12 06:00,0,0,0,0,0,0,0,0
2021-03-12 07:00,0,0,0,0,0,0,0,0
2021-03-12 08:00,0,0,1,1,0,0,0,0
2021-03-12 09:00,0,0,18,5,0,0,3,5
2021-03-12 10:00,0,0,32,21,0,0,24,29
2021-03-12 11:00,0,0,57,42,0,0,15,18
2021-03-12 12:00,0,0,81,48,0,0,8,9
2021-03-12 13:00,0,0,98,61,0,0,24,14
2021-03-12 14:00,0,0,117,89,0,0,54,31
2021-03-12 15:00,0,0,129,113,0,0,27,33
2021-03-12 16:00,0,0,47,92,0,0,16,34
2021-03-12 17:00,0,0,0,0,0,0,0,0
2021-03-12 18:00,0,0,0,0,0,0,0,0
2021-03-12 19:00,0,0,0,0,0,0,0,0
2021-03-12 20:00,0,0,0,0,0,0,0,0
2021-03-12 21:00,0,0,0,0,0,0,0,0
2021-03-12 22:00,0,0,0,0,0,0,0,0
2021-03-12 23:00,0,0,0,0,0,0,0,0
2021-03-13 00:00,0,0,0,0,0,0,0,0
2021-03-13 01:00,0,0,0,0,0,0,0,0
2021-03-13 02:00,0,0,0,0,0,0,0,0
2021-03-13 03:00,0,0,0,0,0,0,0,0
2021-03-13 04:00,0,0,0,0,0,0,0,0
2021-03-13 05:00,0,0,0,0,0,0,0,0
2021-03-13 06:00,0,0,0,0,0,0,0,0
2021-03-13 07:00,0,0,0,0,0,0,0,0
2021-03-13 08:00,0,0,0,1,0,0,0,0
2021-03-13 09:00,0,0,30,21,0,0,12,4
2021-03-13 10:00,0,0,75,32,0,0,29,32
2021-03-13 11:00,0,0,112,106,0,0,32,25
2021-03-13 12:00,0,0,134,114,0,0,68,47
2021-03-13 13:00,0,0,116,104,0,0,50,51
2021-03-13 14:00,0,0,117,126,0,0,33,30
2021-03-13 15:00,0,0,139,114,0,0,61,51
2021-03-13 16:00,0,0,41,128,0,0,8,45
2021-03-13 17:00,0,0,0,0,0,0,0,0
2021-03-13 18:00,0,0,0,0,0,0,0,0
2021-03-13 19:00,0,0,0,0,0,0,0,0
2021-03-13 20:00,0,0,0,0,0,0,0,0
2021-03-13 21:00,0,0,0,0,0,0,0,0
2021-03-13 22:00,0,0,0,0,0,0,0,0
2021-03-13 23:00,0,0,0,0,0,0,0,0
2021-03-14 00:00,0,0,0,0,0,0,0,0
2021-03-14 01:00,0,0,0,0,0,0,0,0
2021-03-14 02:00,,,,,,,,
2021-03-14 03:00,0,0,0,0,0,0,0,0
2021-03-14 04:00,0,0,0,0,0,0,0,0
2021-03-14 05:00,0,0,0,0,0,0,0,0
2021-03-14 06:00,0,0,0,0,0,0,0,0
2021-03-14 07:00,0,0,0,0,0,0,0,0
2021-03-14 08:00,0,0,0,0,0,0,0,0
2021-03-14 09:00,0,0,20,5,0,0,12,5
2021-03-14 10:00,0,0,76,49,0,0,40,32
2021-03-14 11:00,0,0,131,109,0,0,44,21
2021-03-14 12:00,0,0,136,141,0,0,62,54
2021-03-14 13:00,0,0,128,131,0,0,35,36
2021-03-14 14:00,0,0,140,94,0,0,47,44
2021-03-14 15:00,0,0,117,116,0,0,54,51
2021-03-14 16:00,0,0,37,110,0,0,8,45
2021-03-14 17:00,0,0,2,0,0,0,0,0
2021-03-14 18:00,0,0,0,0,0,0,0,0
2021-03-14 19:00,0,0,0,0,0,0,0,0
2021-03-14 20:00,0,0,0,0,0,0,0,0
2021-03-14 21:00,0,0,0,0,0,0,0,0
2021-03-14 22:00,0,0,0,0,0,0,0,0
2021-03-14 23:00,0,0,0,0,0,0,0,0
2021-03-15 00:00,0,0,0,0,0,0,0,0
2021-03-15 01:00,0,0,0,0,0,0,0,0
2021-03-15 02:00,0,0,0,0,0,0,0,0
2021-03-15 03:00,0,0,0,0,0,0,0,0
2021-03-15 04:00,0,0,0,0,0,0,0,0
2021-03-15 05:00,0,0,0,0,0,0,0,0
2021-03-15 06:00,0,0,0,0,0,0,0,0
2021-03-15 07:00,0,0,0,0,0,0,0,0
2021-03-15 08:00,0,0,0,0,0,0,0,0
2021-03-15 09:00,0,0,12,5,0,0,2,2
2021-03-15 10:00,0,0,12,15,0,0,9,8
2021-03-15 11:00,0,0,24,11,0,0,5,6
2021-03-15 12:00,0,0,10,5,0,0,1,1
2021-03-15 13:00,0,0,20,12,0,0,11,6
2021-03-15 14:00,0,0,25,16,0,0,19,16
2021-03-15 15:00,0,0,55,27,0,0,19,19
2021-03-15 16:00,0,0,83,73,0,0,5,12
2021-03-15 17:00,0,0,6,5,0,0,0,0
2021-03-15 18:00,0,0,0,0,0,0,0,0
2021-03-15 19:00,0,0,0,0,0,0,0,0
2021-03-15 20:00,0,0,0,0,0,0,0,0
2021-03-15 21:00,0,0,0,0,0,0,0,0
2021-03-15 22:00,0,0,0,0,0,0,0,0
2021-03-15 23:00,0,0,0,0,0,0,0,0
2021-03-16 00:00,0,0,0,0,0,0,0,0
2021-03-16 01:00,0,0,0,0,0,0,0,0
2021-03-16 02:00,0,0,0,0,0,0,0,0
2021-03-16 03:00,0,0,0,0,0,0,0,0
2021-03-16 04:00,0,0,0,0,0,0,0,0
2021-03-16 05:00,0,0,0,0,0,0,0,0
2021-03-16 06:00,0,0,0,0,0,0,0,0
2021-03-16 07:00,0,0,0,0,0,0,0,0
2021-03-16 08:00,0,0,0,0,0,0,1,1
2021-03-16 09:00,0,0,38,14,0,0,3,6
2021-03-16 10:00,0,0,31,30,0,0,13,2
2021-03-16 11:00,0,0,43,32,0,0,10,13
2021-03-16 12:00,0,0,98,78,0,0,32,37
2021-03-16 13:00,0,0,55,73,0,0,37,26
2021-03-16 14:00,0,0,73,50,0,0,17,27
2021-03-16 15:00,0,0,103,68,0,0,23,20
2021-03-16 16:00,0,0,36,61,0,0,8,22
2021-03-16 17:00,0,0,0,0,0,0,0,0
2021-03-16 18:00,0,0,0,0,0,0,0,0
2021-03-16 19:00,0,0,0,0,0,0,0,0
2021-03-16 20:00,0,0,0,0,0,0,0,0
2021-03-16 21:00,0,0,0,0,0,0,0,0
2021-03-16 22:00,0,0,0,0,0,0,0,0
2021-03-16 23:00,0,0,0,0,0,0,0,0
2021-03-17 00:00,0,0,0,0,0,0,0,0
2021-03-17 01:00,0,0,0,0,0,0,0,0
2021-03-17 02:00,0,0,0,0,0,0,0,0
2021-03-17 03:00,0,0,0,0,0,0,0,0
2021-03-17 04:00,0,0,0,0,0,0,0,0
2021-03-17 05:00,0,0,0,0,0,0,0,0
2021-03-17 06:00,0,0,0,0,0,0,0,0
2021-03-17 07:00,0,0,0,0,0,0,0,0
2021-03-17 08:00,0,0,0,0,0,0,1,1
2021-03-17 09:00,0,0,35,6,0,0,6,4
2021-03-17 10:00,0,0,43,31,0,0,8,10
2021-03-17 11:00,0,0,65,38,0,0,35,22
2021-03-17 12:00,0,0,70,75,0,0,23,37
2021-03-17 13:00,0,0,46,58,0,0,18,14
2021-03-17 14:00,0,0,68,40,0,0,9,10
2021-03-17 15:00,0,0,77,63,0,0,25,24
2021-03-17 16:00,0,0,35,53,0,0,4,10
2021-03-17 17:00,0,0,0,0,0,0,0,0
2021-03-17 18:00,0,0,0,0,0,0,0,0
2021-03-17 19:00,0,0,0,0,0,0,0,0
2021-03-17 20:00,0,0,0,0,0,0,0,0
2021-03-17 21:00,0,0,0,0,0,0,0,0
2021-03-17 22:00,0,0,0,0,0,0,0,0
2021-03-17 23:00,0,0,0,0,0,0,0,0
2021-03-18 00:00,0,0,0,0,0,0,0,0
2021-03-18 01:00,0,0,0,0,0,0,0,0
2021-03-18 02:00,0,0,0,0,0,0,0,0
2021-03-18 03:00,0,0,0,0,0,0,0,0
2021-03-18 04:00,0,0,0,0,0,0,0,0
2021-03-18 05:00,0,0,0,0,0,0,0,0
2021-03-18 06:00,0,0,0,0,0,0,0,0
2021-03-18 07:00,0,0,0,0,0,0,0,0
2021-03-18 08:00,0,0,0,0,0,0,2,1
2021-03-18 09:00,0,0,15,6,0,0,7,6
2021-03-18 10:00,0,0,32,11,0,0,12,11
2021-03-18 11:00,0,0,75,53,0,0,17,13
2021-03-18 12:00,0,0,36,43,0,0,12,20
2021-03-18 13:00,0,0,52,38,0,0,8,10
2021-03-18 14:00,0,0,58,53,0,0,19,17
2021-03-18 15:00,1,0,92,72,0,0,5,5
2021-03-18 16:00,0,0,46,75,0,0,6,12
2021-03-18 17:00,0,0,0,0,0,0,0,0
2021-03-18 18:00,0,0,0,0,0,0,0,0
2021-03-18 19:00,0,0,0,0,0,0,0,0
2021-03-18 20:00,0,0,0,0,0,0,0,0
2021-03-18 21:00,0,0,0,0,0,0,0,0
2021-03-18 22:00,0,0,0,0,0,0,0,0
2021-03-18 23:00,0,0,0,0,0,0,0,0
2021-03-19 00:00,0,0,0,0,0,0,0,0
2021-03-19 01:00,0,0,0,0,0,0,0,0
2021-03-19 02:00,0,0,0,0,0,0,0,0
2021-03-19 03:00,0,0,0,0,0,0,0,0
2021-03-19 04:00,0,0,0,0,0,0,0,0
2021-03-19 05:00,0,0,0,0,0,0,0,0
2021-03-19 06:00,0,0,0,0,0,0,0,0
2021-03-19 07:00,0,0,0,0,0,0,0,0
2021-03-19 08:00,0,0,0,0,0,0,1,1
2021-03-19 09:00,0,0,69,13,0,0,12,11
2021-03-19 10:00,0,0,50,56,0,0,20,12
2021-03-19 11:00,0,0,68,43,0,0,27,22
2021-03-19 12:00,0,0,44,65,0,0,27,30
2021-03-19 13:00,0,0,88,56,0,0,21,20
2021-03-19 14:00,0,0,81,75,0,0,18,36
2021-03-19 15:00,0,0,86,60,0,0,9,6
2021-03-19 16:00,0,0,61,77,0,0,31,40
2021-03-19 17:00,0,0,0,0,0,0,0,0
2021-03-19 18:00,0,0,0,0,0,0,0,0
2021-03-19 19:00,0,0,0,0,0,0,0,0
2021-03-19 20:00,0,0,0,0,0,0,0,0
2021-03-19 21:00,0,0,0,0,0,0,0,0
2021-03-19 22:00,0,0,0,0,0,0,0,0
2021-03-19 23:00,0,0,0,0,0,0,0,0
2021-03-20 00:00,0,0,0,0,0,0,0,0
2021-03-20 01:00,0,0,0,0,0,0,0,0
2021-03-20 02:00,0,0,0,0,0,0,0,0
2021-03-20 03:00,0,0,0,0,0,0,0,0
2021-03-20 04:00,0,0,0,0,0,0,0,0
2021-03-20 05:00,0,0,0,0,0,0,0,0
2021-03-20 06:00,0,0,0,0,0,0,0,0
2021-03-20 07:00,0,0,0,0,0,0,0,0
2021-03-20 08:00,0,0,0,0,0,0,0,0
2021-03-20 09:00,0,0,98,13,0,0,29,15
2021-03-20 10:00,0,0,105,105,0,0,56,47
2021-03-20 11:00,0,0,118,107,0,0,50,50
2021-03-20 12:00,0,0,121,123,1,0,59,60
2021-03-20 13:00,0,0,141,83,0,0,60,58
2021-03-20 14:00,0,0,134,148,0,0,58,74
2021-03-20 15:00,0,0,156,113,0,0,74,60
2021-03-20 16:00,0,0,95,158,0,0,45,63
2021-03-20 17:00,0,0,2,0,0,0,0,0
2021-03-20 18:00,0,0,0,0,0,0,0,0
2021-03-20 19:00,0,0,0,0,0,0,0,0
2021-03-20 20:00,0,0,0,0,0,0,0,0
2021-03-20 21:00,0,0,0,0,0,0,0,0
2021-03-20 22:00,0,0,0,0,0,0,0,0
2021-03-20 23:00,0,0,0,0,0,0,0,0
2021-03-21 00:00,0,0,0,0,0,0,0,0
2021-03-21 01:00,0,0,0,0,0,0,0,0
2021-03-21 02:00,0,0,0,0,0,0,0,0
2021-03-21 03:00,0,0,0,0,0,0,0,0
2021-03-21 04:00,0,0,0,0,0,0,0,0
2021-03-21 05:00,0,0,0,0,0,0,0,0
2021-03-21 06:00,0,0,0,0,0,0,0,0
2021-03-21 07:00,0,0,0,0,0,0,0,0
2021-03-21 08:00,0,0,0,0,0,0,0,0
2021-03-21 09:00,0,0,55,17,0,0,9,5
2021-03-21 10:00,0,0,122,72,0,0,61,32
2021-03-21 11:00,0,0,152,115,0,0,55,67
2021-03-21 12:00,0,0,155,135,0,0,54,61
2021-03-21 13:00,0,0,119,131,0,0,53,64
2021-03-21 14:00,0,0,168,141,0,0,66,65
2021-03-21 15:00,0,0,146,119,0,0,80,70
2021-03-21 16:00,0,0,50,118,0,0,22,42
2021-03-21 17:00,0,0,0,0,0,0,0,0
2021-03-21 18:00,0,0,0,0,0,0,0,0
2021-03-21 19:00,0,0,0,0,0,0,0,0
2021-03-21 20:00,0,0,0,0,0,0,0,0
2021-03-21 21:00,0,0,0,0,0,0,0,0
2021-03-21 22:00,0,0,0,0,0,0,0,0
2021-03-21 23:00,0,0,0,0,0,0,0,0
2021-03-22 00:00,0,0,0,0,0,0,0,0
2021-03-22 01:00,0,0,0,0,0,0,0,0
2021-03-22 02:00,0,0,0,0,0,0,0,0
2021-03-22 03:00,0,0,0,0,0,0,0,0
2021-03-22 04:00,0,0,0,0,0,0,0,0
2021-03-22 05:00,0,0,0,0,0,0,0,0
2021-03-22 06:00,0,0,0,0,0,0,0,0
2021-03-22 07:00,0,0,0,0,0,0,0,0
2021-03-22 08:00,0,0,0,0,0,0,3,0
2021-03-22 09:00,0,0,12,12,0,0,8,2
2021-03-22 10:00,0,0,46,10,0,0,8,3
2021-03-22 11:00,0,0,92,49,0,0,14,8
2021-03-22 12:00,0,0,136,88,0,0,44,24
2021-03-22 13:00,0,0,67,92,0,0,18,31
2021-03-22 14:00,0,0,65,57,0,0,20,26
2021-03-22 15:00,0,0,75,58,0,0,22,16
2021-03-22 16:00,0,0,39,49,0,0,15,30
2021-03-22 17:00,0,0,0,0,0,0,0,0
2021-03-22 18:00,0,0,0,0,0,0,0,0
2021-03-22 19:00,0,0,0,0,0,0,0,0
2021-03-22 20:00,0,0,0,0,0,0,0,0
2021-03-22 21:00,0,0,0,0,0,0,0,0
2021-03-22 22:00,0,0,0,0,0,0,0,0
2021-03-22 23:00,0,0,0,0,0,0,0,0
2021-03-23 00:00,0,0,0,0,0,0,0,0
2021-03-23 01:00,0,0,0,0,0,0,0,0
2021-03-23 02:00,0,0,0,0,0,0,0,0
2021-03-23 03:00,0,0,0,0,0,0,0,0
2021-03-23 04:00,0,0,0,0,0,0,0,0
2021-03-23 05:00,0,0,0,0,0,0,0,0
2021-03-23 06:00,0,0,0,0,0,0,0,0
2021-03-23 07:00,0,0,0,0,0,0,0,0
2021-03-23 08:00,0,0,0,0,0,0,0,0
2021-03-23 09:00,0,0,14,2,0,0,0,2
2021-03-23 10:00,0,0,33,23,0,0,8,9
2021-03-23 11:00,0,0,64,20,0,0,24,26
2021-03-23 12:00,0,0,72,54,0,0,30,35
2021-03-23 13:00,0,0,68,78,0,0,19,18
2021-03-23 14:00,0,0,77,76,0,0,40,43
2021-03-23 15:00,0,0,93,68,0,0,25,29
2021-03-23 16:00,0,0,24,47,0,0,7,14
2021-03-23 17:00,0,0,0,0,0,0,0,0
2021-03-23 18:00,0,0,0,0,0,0,0,0
2021-03-23 19:00,0,0,0,0,0,0,0,0
2021-03-23 20:00,0,0,0,0,0,0,0,0
2021-03-23 21:00,0,0,0,0,0,0,0,0
2021-03-23 22:00,0,0,0,0,0,0,0,0
2021-03-23 23:00,0,0,0,0,0,0,0,0
2021-03-24 00:00,0,0,0,0,0,0,0,0
2021-03-24 01:00,0,0,0,0,0,0,0,0
2021-03-24 02:00,0,0,0,0,0,0,0,0
2021-03-24 03:00,0,0,0,0,0,0,0,0
2021-03-24 04:00,0,0,0,0,0,0,0,0
2021-03-24 05:00,0,0,0,0,0,0,0,0
2021-03-24 06:00,0,0,0,0,0,0,0,0
2021-03-24 07:00,0,0,0,0,0,0,0,0
2021-03-24 08:00,0,0,0,0,0,0,1,1
2021-03-24 09:00,0,0,20,10,0,0,1,1
2021-03-24 10:00,0,0,53,26,0,0,15,12
2021-03-24 11:00,0,0,86,80,0,0,28,27
2021-03-24 12:00,0,0,114,63,0,0,37,19
2021-03-24 13:00,0,0,93,72,0,0,57,16
2021-03-24 14:00,0,0,100,84,0,0,45,42
2021-03-24 15:00,0,0,110,105,0,0,34,53
2021-03-24 16:00,0,0,53,98,0,0,6,16
2021-03-24 17:00,0,0,0,0,0,0,0,0
2021-03-24 18:00,0,0,0,0,0,0,0,0
2021-03-24 19:00,0,0,0,0,0,0,0,0
2021-03-24 20:00,0,0,0,0,0,0,0,0
2021-03-24 21:00,0,0,0,0,0,0,0,0
2021-03-24 22:00,0,0,0,0,0,0,0,0
2021-03-24 23:00,0,0,0,0,0,0,0,0
2021-03-25 00:00,0,0,0,0,0,0,0,0
2021-03-25 01:00,0,0,0,0,0,0,0,0
2021-03-25 02:00,0,0,0,0,0,0,0,0
2021-03-25 03:00,0,0,0,0,0,0,0,0
2021-03-25 04:00,0,0,0,0,0,0,0,0
2021-03-25 05:00,0,0,0,0,0,0,0,0
2021-03-25 06:00,0,0,0,0,0,0,0,0
2021-03-25 07:00,0,0,1,0,0,0,0,0
2021-03-25 08:00,0,0,0,1,0,0,2,1
2021-03-25 09:00,0,0,26,9,0,0,20,12
2021-03-25 10:00,0,0,54,37,0,0,18,24
2021-03-25 11:00,0,0,74,40,0,0,13,20
2021-03-25 12:00,0,0,96,58,0,0,10,10
2021-03-25 13:00,0,0,103,85,0,0,33,28
2021-03-25 14:00,0,0,93,91,0,0,11,11
2021-03-25 15:00,0,0,66,60,0,0,2,7
2021-03-25 16:00,0,0,20,13,0,0,0,0
2021-03-25 17:00,0,0,0,0,0,0,0,0
2021-03-25 18:00,0,0,0,0,0,0,0,0
2021-03-25 19:00,0,0,0,0,0,0,0,0
2021-03-25 20:00,0,0,0,0,0,0,0,0
2021-03-25 21:00,0,0,0,0,0,0,0,0
2021-03-25 22:00,0,0,0,0,0,0,0,0
2021-03-25 23:00,0,0,0,0,0,0,0,0
2021-03-26 00:00,0,0,0,0,0,0,0,0
2021-03-26 01:00,0,0,0,0,0,0,0,0
2021-03-26 02:00,0,0,0,0,0,0,0,0
2021-03-26 03:00,0,0,0,0,0,0,0,0
2021-03-26 04:00,0,0,0,0,0,0,0,0
2021-03-26 05:00,0,0,0,0,0,0,0,0
2021-03-26 06:00,0,0,0,0,0,0,0,0
2021-03-26 07:00,0,0,0,0,0,0,0,0
2021-03-26 08:00,0,0,0,0,0,0,1,1
2021-03-26 09:00,0,0,22,3,0,0,7,4
2021-03-26 10:00,0,0,53,25,0,0,18,17
2021-03-26 11:00,0,0,85,55,0,0,35,25
2021-03-26 12:00,0,0,81,67,0,0,28,18
2021-03-26 13:00,0,0,136,99,0,0,19,28
2021-03-26 14:00,0,0,99,91,0,0,45,31
2021-03-26 15:00,0,0,115,97,0,0,27,25
2021-03-26 16:00,0,0,31,102,0,0,14,38
2021-03-26 17:00,0,0,0,0,0,0,0,0
2021-03-26 18:00,0,0,0,0,0,0,0,0
2021-03-26 19:00,0,0,0,0,0,0,0,0
2021-03-26 20:00,0,0,0,0,0,0,0,0
2021-03-26 21:00,0,0,0,0,0,0,0,0
2021-03-26 22:00,0,0,0,0,0,0,0,0
2021-03-26 23:00,0,0,0,0,0,0,0,0
2021-03-27 00:00,0,0,0,0,0,0,0,0
2021-03-27 01:00,0,0,0,0,0,0,0,0
2021-03-27 02:00,0,0,0,0,0,0,0,0
2021-03-27 03:00,0,0,0,0,0,0,0,0
2021-03-27 04:00,0,0,0,0,0,0,0,0
2021-03-27 05:00,0,0,0,0,0,0,0,0
2021-03-27 06:00,0,0,0,0,0,0,0,0
2021-03-27 07:00,0,0,0,0,0,0,0,0
2021-03-27 08:00,0,0,0,0,0,0,0,0
2021-03-27 09:00,0,0,61,17,0,0,6,6
2021-03-27 10:00,0,0,80,55,0,0,36,20
2021-03-27 11:00,0,0,130,111,0,0,55,50
2021-03-27 12:00,0,0,140,108,0,0,59,37
2021-03-27 13:00,0,0,116,93,0,0,60,54
2021-03-27 14:00,0,0,117,92,0,0,27,37
2021-03-27 15:00,0,0,161,132,0,0,50,23
2021-03-27 16:00,0,0,67,145,0,0,7,40
2021-03-27 17:00,0,0,0,0,0,0,0,0
2021-03-27 18:00,0,0,0,0,0,0,0,0
2021-03-27 19:00,0,0,0,0,0,0,0,0
2021-03-27 20:00,0,0,0,0,0,0,0,0
2021-03-27 21:00,0,0,0,0,0,0,0,0
2021-03-27 22:00,0,0,0,0,0,0,0,0
2021-03-27 23:00,0,0,0,0,0,0,0,0
2021-03-28 00:00,0,0,0,0,0,0,0,0
2021-03-28 01:00,0,0,0,0,0,0,0,0
2021-03-28 02:00,0,0,0,0,0,0,0,0
2021-03-28 03:00,0,0,0,0,0,0,0,0
2021-03-28 04:00,0,0,0,0,0,0,0,0
2021-03-28 05:00,0,0,0,0,0,0,0,0
2021-03-28 06:00,0,0,0,0,0,0,0,0
2021-03-28 07:00,0,0,0,0,0,0,0,0
2021-03-28 08:00,0,0,0,0,0,0,0,0
2021-03-28 09:00,0,0,44,26,0,0,16,8
2021-03-28 10:00,0,0,118,48,0,0,39,41
2021-03-28 11:00,0,0,132,103,1,0,71,53
2021-03-28 12:00,0,0,136,102,0,0,83,34
2021-03-28 13:00,0,0,130,94,0,0,101,75
2021-03-28 14:00,0,0,148,109,1,0,60,47
2021-03-28 15:00,0,0,148,116,0,0,54,45
2021-03-28 16:00,0,0,61,102,0,0,11,36
2021-03-28 17:00,0,0,0,0,0,0,1,0
2021-03-28 18:00,0,0,0,0,0,0,0,0
2021-03-28 19:00,0,0,0,0,0,0,0,0
2021-03-28 20:00,0,0,0,0,0,0,0,0
2021-03-28 21:00,0,0,0,0,0,0,0,0
2021-03-28 22:00,0,0,0,0,0,0,0,0
2021-03-28 23:00,0,0,0,0,0,0,0,0
2021-03-29 00:00,0,0,0,0,0,0,0,0
2021-03-29 01:00,0,0,0,0,0,0,0,0
2021-03-29 02:00,0,0,0,0,0,0,0,0
2021-03-29 03:00,0,0,0,0,0,0,0,0
2021-03-29 04:00,0,0,0,0,0,0,0,0
2021-03-29 05:00,0,0,0,0,0,0,0,0
2021-03-29 06:00,0,0,0,0,0,0,0,0
2021-03-29 07:00,0,0,0,0,0,0,0,0
2021-03-29 08:00,0,0,0,0,0,0,0,0
2021-03-29 09:00,0,0,45,14,0,0,23,22
2021-03-29 10:00,0,0,66,45,0,0,27,28
2021-03-29 11:00,0,0,92,80,0,0,26,11
2021-03-29 12:00,0,0,85,78,0,0,30,31
2021-03-29 13:00,0,0,112,82,0,0,45,18
2021-03-29 14:00,0,0,99,107,0,0,52,49
2021-03-29 15:00,0,0,147,100,0,0,47,27
2021-03-29 16:00,0,0,111,209,0,0,18,59
2021-03-29 17:00,0,0,0,0,0,0,0,0
2021-03-29 18:00,0,0,0,0,0,0,0,0
2021-03-29 19:00,0,0,0,0,0,0,0,0
2021-03-29 20:00,0,0,0,0,0,0,0,0
2021-03-29 21:00,0,0,0,0,0,0,0,0
2021-03-29 22:00,0,0,0,0,0,0,0,0
2021-03-29 23:00,0,0,0,0,0,0,0,0
2021-03-30 00:00,0,0,0,0,0,0,0,0
2021-03-30 01:00,0,0,0,0,0,0,0,0
2021-03-30 02:00,0,0,0,0,0,0,0,0
2021-03-30 03:00,0,0,0,0,0,0,0,0
2021-03-30 04:00,0,0,0,0,0,0,0,0
2021-03-30 05:00,0,0,0,0,0,0,0,0
2021-03-30 06:00,0,0,0,0,0,0,0,0
2021-03-30 07:00,0,0,0,0,0,0,0,0
2021-03-30 08:00,0,0,0,0,0,0,2,2
2021-03-30 09:00,0,0,39,11,0,0,5,7
2021-03-30 10:00,0,0,85,47,0,0,9,9
